dataset,backbone,phase,seed,group,trace_file,mse,mae,static_mse,static_mae,elf_mse,elf_mae,independent_mse,mse_vs_static_pct,mae_vs_static_pct,mse_vs_elf_pct,mae_vs_elf_pct,mse_vs_independent_pct
ETTm2,dlinear,legacy,2,real,real_losses_legacy_ETTm2_dlinear_s2.npz,0.08875886623544602,0.19695997374081842,0.0959383208140484,0.20577214049662157,0.0857761835263199,0.19101572187972551,0.09315883696720147,7.4834065446255815,4.282487772414378,-3.4772854031339673,-3.111917596414271,4.723084653047516
ETTm2,patchtst,legacy,0,real,real_losses_legacy_ETTm2_patchtst_s0.npz,0.09308503292377701,0.20166042081586597,0.12152818863614154,0.23409046815036683,0.08578925450816313,0.19133183330105044,0.09675046651014084,23.404574717659987,13.853638548695447,-8.504303315655527,-5.398258792912958,3.7885435787326505
ETTm2,patchtst,legacy,1,real,real_losses_legacy_ETTm2_patchtst_s1.npz,0.09458286223053265,0.20395504935996564,0.1086063531218816,0.21890228772988796,0.08568305247002797,0.19120702395142009,0.09838705802457472,12.91221967062215,6.8282696014425825,-10.386896246043342,-6.667132380965479,3.8665611823578083
ETTm2,patchtst,legacy,2,real,real_losses_legacy_ETTm2_patchtst_s2.npz,0.09506281311404072,0.20696058221634145,0.1181136857595896,0.23566357820407466,0.08641368682866343,0.19288928645426068,0.09837891313525973,19.515835525162572,12.17964872063414,-10.00897728449699,-7.295011568938259,3.3707426881813163
appliances,dlinear,legacy,0,real,real_losses_legacy_appliances_dlinear_s0.npz,0.18443777662047708,0.24917242530732017,0.23256913235773652,0.28806798540139306,0.1933754312536919,0.2562543002001724,0.20589155036991752,20.69550470834799,13.502215471766476,4.621918397425251,2.7636121178533424,10.419938900307102
appliances,dlinear,legacy,1,real,real_losses_legacy_appliances_dlinear_s1.npz,0.1843014865684048,0.2488718778808466,0.2338600692508775,0.2927677249626008,0.19330390005832462,0.25687907056373954,0.20491524994701663,21.191553924200647,14.993403759708002,4.657129777104119,3.1171059071961715,10.05965314145324
appliances,dlinear,legacy,2,real,real_losses_legacy_appliances_dlinear_s2.npz,0.18406498619755554,0.24946991989927567,0.24660485241076244,0.30419051110679446,0.19390930402889014,0.2577301486109051,0.20510965896982739,25.36035507891632,17.988921156159144,5.076764047313542,3.2049912500147104,10.260205627550489
appliances,patchtst,legacy,0,real,real_losses_legacy_appliances_patchtst_s0.npz,0.18547375052494192,0.25072484738652423,0.4215198580785002,0.3737964312429308,0.18071315860718629,0.24865892818952912,0.19313335677045287,55.99881073920818,32.9247616000973,-2.634336068522636,-0.8308244598482561,3.965967543667104
appliances,patchtst,legacy,1,real,real_losses_legacy_appliances_patchtst_s1.npz,0.18540301301974116,0.2519331729061035,0.44881015780574857,0.3891468014261809,0.18255689072805906,0.251877439942578,0.1944816138028537,58.690103199494374,35.260119835806,-1.5590330665314456,-0.022127016829376345,4.6681023494156815
appliances,patchtst,legacy,2,real,real_losses_legacy_appliances_patchtst_s2.npz,0.18303772521745768,0.2496097980319374,0.43990321404426574,0.38619216504885023,0.18236874503610656,0.2503712466187478,0.1886595318168212,58.391364424302814,35.36642619345638,-0.3668283077885137,0.30412780904107706,2.9798688384438665
bdg2,dlinear,legacy,0,real,real_losses_legacy_bdg2_dlinear_s0.npz,0.1931369060846976,0.28147184256695706,0.21692972868977722,0.30630986207581423,0.18409607414496468,0.265918717014358,0.19569569134758058,10.96798615329705,8.108788708445026,-4.9109314154161865,-5.848826937503349,1.307532754177121
bdg2,dlinear,legacy,1,real,real_losses_legacy_bdg2_dlinear_s1.npz,0.19261828076181256,0.28324970892201795,0.2259040573703685,0.3231701026239107,0.18344570995389864,0.2674575823604663,0.1949788222227017,14.734474889923776,12.352749644155702,-5.00015552842259,-5.904535000345512,1.2106655656135556
bdg2,dlinear,legacy,2,real,real_losses_legacy_bdg2_dlinear_s2.npz,0.19286796447080712,0.2810598340009146,0.2192738890418393,0.3102973736013716,0.1841439928477116,0.2663724436871419,0.19553563148468672,12.042439109562064,9.422425739902474,-4.737581437321348,-5.513855003343826,1.364286904450207
bdg2,patchtst,legacy,0,real,real_losses_legacy_bdg2_patchtst_s0.npz,0.18702914341427862,0.28637909668061867,0.22032237350267986,0.3221009568288342,0.1739726928944765,0.26712705900537576,0.18880077090976252,15.111143529867732,11.090268250025193,-7.504884992337013,-7.207071326628678,0.9383581894009563
bdg2,patchtst,legacy,1,real,real_losses_legacy_bdg2_patchtst_s1.npz,0.19094008018721303,0.2899894452927979,0.2225063797094431,0.31984458302914576,0.17564226233190167,0.26644084405209106,0.19120586054054972,14.186694135894207,9.334263989591252,-8.709645191431159,-8.83820996907776,0.1390022003432856
bdg2,patchtst,legacy,2,real,real_losses_legacy_bdg2_patchtst_s2.npz,0.18862865433896378,0.2878460762759817,0.21804065202397738,0.31901646426229724,0.17352121912854127,0.2643983179131066,0.19026035286436704,13.489226624482498,9.77077721000853,-8.706390657174445,-8.868346269351491,0.8576135284298902
ETTh1,dlinear,refit,0,real,real_losses_refit_ETTh1_dlinear_s0.npz,0.35856376881650015,0.3870227304763065,0.3998238508098548,0.4078866380694987,0.36800357278615786,0.38729081241878394,0.36093658197132317,10.319564955862726,5.115124067789956,2.565139218130108,0.06921980431272567,0.6574044509047638
ETTh1,dlinear,refit,1,real,real_losses_refit_ETTh1_dlinear_s1.npz,0.3608421020360576,0.3880252266088111,0.39961322412735306,0.406084682540996,0.3686536645156496,0.3871763048984606,0.36378760956468603,9.702161928189712,4.447214265552035,2.1189433963324733,-0.2192597273154684,0.8096778040772357
ETTh1,dlinear,refit,2,real,real_losses_refit_ETTh1_dlinear_s2.npz,0.35620061010434645,0.38417527235020504,0.38931950805723475,0.39860603511069764,0.36564642463173086,0.3849509472464442,0.35862896769726654,8.50686833499733,3.6203071427368116,2.583319264477424,0.2014996720458906,0.6771225449278218
ETTh1,patchtst,refit,0,real,real_losses_refit_ETTh1_patchtst_s0.npz,0.3682896468156082,0.4020124153276266,0.42107084793251714,0.4299823023893913,0.3658334047330056,0.3925185260418259,0.371232713402765,12.53499295333974,6.504892621472402,-0.6714100054354688,-2.4187111323222155,0.7927821231540344
ETTh1,patchtst,refit,1,real,real_losses_refit_ETTh1_patchtst_s1.npz,0.37708459456305665,0.4075703876523563,0.4327461583775902,0.43359457234559,0.3634583055566833,0.3911979708117437,0.3808698281596607,12.862405069802229,6.001962744241062,-3.7490652429865268,-4.185199837984732,0.9938391851342154
ETTh1,patchtst,refit,2,real,real_losses_refit_ETTh1_patchtst_s2.npz,0.3733524877631349,0.4072944579371222,0.42602922387205766,0.43931470403501083,0.36192512686293005,0.39242538867770094,0.37701866501047293,12.364582793208168,7.288680711979268,-3.1573825777873266,-3.7890181645798826,0.9724126648308462
ETTh2,dlinear,refit,0,real,real_losses_refit_ETTh2_dlinear_s0.npz,0.1364696752856625,0.2452559243926229,0.15748578008998831,0.27357802889935867,0.1363929992268162,0.24690414180609016,0.1366068151430261,13.344763439795692,10.352477726621334,-0.05621700474436331,0.6675535701469615,0.10039020177727842
ETTh2,dlinear,refit,1,real,real_losses_refit_ETTh2_dlinear_s1.npz,0.13292725361261928,0.24154715963149145,0.14106464629555593,0.25332216051399153,0.13456174226475387,0.24379479371404686,0.1329666300282465,5.768555691755206,4.648231666194757,1.214675601419224,0.9219368667862993,0.029613757691571152
ETTh2,dlinear,refit,2,real,real_losses_refit_ETTh2_dlinear_s2.npz,0.13438515086622357,0.24344461028963593,0.15052639821137298,0.26324154755788914,0.13592485568679394,0.24565612355050076,0.13495936537661912,10.723200406671163,7.520445557287914,1.1327617842892823,0.9002475610628058,0.4254721477039647
ETTh2,patchtst,refit,0,real,real_losses_refit_ETTh2_patchtst_s0.npz,0.14048842501494563,0.2524564467539685,0.15392432986901095,0.2659269570677059,0.13657095337380298,0.24623616451533265,0.14137042303372624,8.728902614355526,5.0654925932566375,-2.868451558963847,-2.52614487026277,0.6238914759208125
ETTh2,patchtst,refit,1,real,real_losses_refit_ETTh2_patchtst_s1.npz,0.1406610578944936,0.2536241420404355,0.16640753798203625,0.30156451265497447,0.13824478193461748,0.2530937039182677,0.14101410772036566,15.471943398574883,15.897218871170182,-1.7478243490006706,-0.2095817137905076,0.25036489722869426
ETTh2,patchtst,refit,2,real,real_losses_refit_ETTh2_patchtst_s2.npz,0.13563165966146076,0.24601922425182263,0.15998549218136449,0.26730089616406427,0.13761742246501069,0.24636483750895471,0.13620799035465259,15.22252561019437,7.961691194323328,1.4429588695826667,0.14028513996828806,0.4231254654673333
ETTm1,dlinear,refit,0,real,real_losses_refit_ETTm1_dlinear_s0.npz,0.2479582679330432,0.32806055254347594,0.2640003862547807,0.33911952119125494,0.23987918177844167,0.31965578520927296,0.2532665102636818,6.076551079836523,3.261082879844601,-3.367981370748363,-2.629318073721243,2.0959116644012843
ETTm1,dlinear,refit,1,real,real_losses_refit_ETTm1_dlinear_s1.npz,0.2528778484227444,0.3329891538814917,0.2714258901522036,0.34711242185062213,0.2408321487874222,0.32102266128552503,0.25742452874836613,6.8335565627355095,4.068787827826082,-5.001699190067321,-3.7276161589487877,1.7662187623410652
ETTm1,dlinear,refit,2,real,real_losses_refit_ETTm1_dlinear_s2.npz,0.23804175517359247,0.3181376418762861,0.2553406141308771,0.33379781903336037,0.23639229139151802,0.31720886511926943,0.2413509978693517,6.774816852448684,4.6915157212303775,-0.6977654695780933,-0.2927965952866707,1.3711328003502166
ETTm1,patchtst,refit,0,real,real_losses_refit_ETTm1_patchtst_s0.npz,0.2738698740656219,0.34383581856497897,0.320290989471134,0.3598315111578851,0.23410209789673694,0.31514915953863465,0.277200079717549,14.493419088111981,4.44532846537935,-16.98736428514478,-9.102565613165648,1.2013725448132617
ETTm1,patchtst,refit,1,real,real_losses_refit_ETTm1_patchtst_s1.npz,0.2687833656220108,0.3455428977468173,0.31160477943562537,0.36324775100416135,0.24006223956291742,0.32109826896189586,0.2723218776956919,13.74221983731193,4.874043461632127,-11.964033207132484,-7.612818612803607,1.2993858971680705
ETTm1,patchtst,refit,2,real,real_losses_refit_ETTm1_patchtst_s2.npz,0.26393989124110184,0.3354681001519315,0.29984708386763953,0.3471134999125112,0.23422494423499124,0.31530341395370054,0.2682090189642302,11.975168196862661,3.3549256262043636,-12.686499767632963,-6.395327581575749,1.5917166915620173
ETTm2,dlinear,refit,0,real,real_losses_refit_ETTm2_dlinear_s0.npz,0.08938936976453686,0.197640320780385,0.10202965394901674,0.21515155794629057,0.0859677712913702,0.19157491196279453,0.09404284727672861,12.38883373141313,8.139024106103388,-3.9800944258166826,-3.166076787115224,4.948252468896996
ETTm2,dlinear,refit,1,real,real_losses_refit_ETTm2_dlinear_s1.npz,0.09002262866181121,0.1989936260780635,0.10373567966009811,0.21721913922580563,0.08615758694167634,0.1917712156996107,0.09475720671464744,13.219223167206584,8.390380890330373,-4.486014357332535,-3.766159771217148,4.996536112650485
ETTm2,dlinear,refit,2,real,real_losses_refit_ETTm2_dlinear_s2.npz,0.0900704216937655,0.19956217961542777,0.10312489618009454,0.2162797652883894,0.08656052173361205,0.1922637892191201,0.09507231622534137,12.658897094578458,7.729611529155422,-4.054850744725269,-3.7960296246891234,5.261147229988938
ETTm2,patchtst,refit,0,real,real_losses_refit_ETTm2_patchtst_s0.npz,0.08859808557604186,0.19713554032803313,0.12844450973118027,0.2427223750192445,0.08593153967937428,0.19195641299273794,0.09074784125140048,31.02228677467993,18.781471913167046,-3.103104991039296,-2.698074659006644,2.3689331291122495
ETTm2,patchtst,refit,1,real,real_losses_refit_ETTm2_patchtst_s1.npz,0.09137649820207838,0.20171039074282582,0.11307239242806871,0.23136898948044307,0.0865779978548114,0.19265464737898627,0.09502481563611377,19.18761402328356,12.818744121335335,-5.542401610295844,-4.700506054248077,3.8393312416476366
ETTm2,patchtst,refit,2,real,real_losses_refit_ETTm2_patchtst_s2.npz,0.09349463280513604,0.20666463941230462,0.11165296302090078,0.23445775413492836,0.08680695052933285,0.19357298546558596,0.09712692062793751,16.26318704355889,11.854210079411176,-7.704086176306069,-6.76316166495563,3.7397333296662616
appliances,dlinear,refit,0,real,real_losses_refit_appliances_dlinear_s0.npz,0.18305802204280835,0.2482809414649274,0.22147109956252747,0.27769569073019307,0.19240490172361246,0.25514502386488963,0.2001162452665849,17.344510229820763,10.59243994313358,4.857921808162036,2.6902670081455526,8.52415714728828
appliances,dlinear,refit,1,real,real_losses_refit_appliances_dlinear_s1.npz,0.18486310186324847,0.24929991161620493,0.22161675367626038,0.2749426919619233,0.19271779313187448,0.25478969436317506,0.2026835614413251,16.584329119224417,9.326590993467686,4.075747828458754,2.1546329653133633,8.79225697996997
appliances,dlinear,refit,2,real,real_losses_refit_appliances_dlinear_s2.npz,0.18490350527270413,0.249690914426237,0.22792990187655318,0.2843024989562914,0.19330923571414146,0.2563149893057636,0.20423610800918518,18.877030284140663,12.17421044736422,4.348333596366505,2.584349396603014,9.465810392162188
appliances,patchtst,refit,0,real,real_losses_refit_appliances_patchtst_s0.npz,0.18192503229688606,0.2510409232287898,0.46956884199187776,0.3932843572278386,0.17785015487197461,0.2475296182400603,0.18545930729447974,61.257005144299406,36.168088403435775,-2.2911857613195474,-1.4185393302405203,1.9056875867555223
appliances,patchtst,refit,1,real,real_losses_refit_appliances_patchtst_s1.npz,0.18273268815176796,0.25312959755257985,0.43049635041083284,0.3902387975236796,0.17813952192321178,0.24790539884415919,0.18494059537561428,57.553022696387124,35.134692101643225,-2.5784094281650294,-2.1073355936490845,1.1938467156775712
appliances,patchtst,refit,2,real,real_losses_refit_appliances_patchtst_s2.npz,0.17734372187626707,0.24554764984000524,0.42536505812476155,0.38160552122052366,0.18031463683111262,0.24954676743792698,0.18228807084510287,58.30787731881557,35.65406258938606,1.6476282830152011,1.6025523548071963,2.7123820806887577
bdg2,dlinear,refit,0,real,real_losses_refit_bdg2_dlinear_s0.npz,0.19286345650972367,0.27869796795674695,0.21419134090789474,0.2960556635998041,0.18436336221870087,0.26393567991129696,0.1955394131646882,9.957398047824151,5.862983815949086,-4.61051164869708,-5.593138468588732,1.3684998904598178
bdg2,dlinear,refit,1,real,real_losses_refit_bdg2_dlinear_s1.npz,0.19368079279630188,0.2823448037141445,0.21899611299173932,0.3092129231080201,0.18401540478048758,0.26603673443292375,0.19658534570929456,11.559712110685894,8.689196791587372,-5.252488522547427,-6.130006563184809,1.477502253544305
bdg2,dlinear,refit,2,real,real_losses_refit_bdg2_dlinear_s2.npz,0.19243151092241334,0.2814073170508537,0.22022345933016987,0.31186037254381926,0.18334312917389214,0.265758606508524,0.19514180220083083,12.619885498251794,9.764964764379169,-4.95703427200771,-5.888317502834206,1.3888829804022063
bdg2,patchtst,refit,0,real,real_losses_refit_bdg2_patchtst_s0.npz,0.18194729004041055,0.2800282363230282,0.2006033697453124,0.3000128517088697,0.17156087842004142,0.26125486850985147,0.18277578767453728,9.29998320994695,6.661253100328657,-6.054067638275629,-7.185844198906799,0.4532863158013045
bdg2,patchtst,refit,1,real,real_losses_refit_bdg2_patchtst_s1.npz,0.18796039285811017,0.28759292226520455,0.21154026725667574,0.319244193409723,0.17356434100053575,0.26566812058082395,0.18914905381922956,11.146754565623462,9.914439102701767,-8.294360336107287,-8.25270327371117,0.628425539075339
bdg2,patchtst,refit,2,real,real_losses_refit_bdg2_patchtst_s2.npz,0.18591574896097718,0.2840217131588963,0.20422834932219083,0.30356936318877814,0.17409717279149434,0.26362853093259303,0.18787016654882996,8.966727891593385,6.43926970249824,-6.788494023183955,-7.735574808296297,1.0403022596697342
bdg2_fox,dlinear,legacy,0,sites,sites_losses_bdg2_fox_dlinear_s0.npz,0.20876427443108045,0.2987169197747036,0.2372526588699504,0.31710591093800394,0.1759425950775218,0.26706008832232253,0.21530016979579325,12.007614403379897,5.799006114047334,-18.654765970171773,-11.853823478921921,3.035713056293421
bdg2_fox,patchtst,legacy,0,sites,sites_losses_bdg2_fox_patchtst_s0.npz,0.17710208048920145,0.2850419118517322,0.19027635746267055,0.2979829077263204,0.1566480864252824,0.25812156710362266,0.17690200623963082,6.923759288409592,4.342865157377995,-13.057289450947195,-10.429327952012013,-0.11309891494368784
bdg2_panther,dlinear,legacy,0,sites,sites_losses_bdg2_panther_dlinear_s0.npz,0.06690318077683782,0.16384745898154623,0.07789611838245016,0.1785384359146622,0.06457140944157258,0.1597659239202654,0.07039056861248222,14.112304738523429,8.22846736494206,-3.611151367812626,-2.5546968722302887,4.954339628712678
bdg2_panther,patchtst,legacy,0,sites,sites_losses_bdg2_panther_patchtst_s0.npz,0.06789082113401639,0.16535542973472941,0.07359234166450268,0.1729121559470561,0.06400208428252503,0.15812994289266616,0.06938586319145425,7.747437303298133,4.370268921197473,-6.0759534553988415,-4.569335010111075,2.154678184679548
